name,integer_ops,flops,FAdd,FMul,memory_ops,loads,stores,branch_ops,uncond_branch_ops,cond_branch_ops,comparison,cpu_ops,total_ops,vector_ops
adi_N600_800,94331518809,6901440000,0,2300160000,55994880608,52155840002,3839040606,4611840003,3073919401,1537920601,1537920601,23007360000,161839679420,863040000
adi_N600_900,119406958809,8736120000,0,2911680000,70878240608,66019320002,4858920606,5836320003,3890159401,1946160601,1946160601,29123280000,204857639420,1092419400
adi_N600_1024,154600242009,11311104000,0,3769958400,91766784608,85476556802,6290227806,7554662403,5035621801,2519040601,2519040601,37706956800,265232793020,1414348800
adi_N700_8,9473809,683200,0,224000,5735108,5297602,437506,582403,380101,202301,202301,2307200,16474520,0
adi_N700_16,40990609,2979200,0,985600,24551108,22780802,1770306,2240003,1477701,762301,762301,9990400,70760920,369600
adi_N700_32,170149009,12409600,0,4121600,101427908,94304002,7123906,8780803,5823301,2957501,2957501,41484800,292767320,1568000
adi_N700_64,692965009,50624000,0,16844800,412160708,383577602,28583106,34764803,23116101,11648701,11648701,168985600,1190514520,6361600
adi_N700_128,2796593809,204467200,0,68096000,1661543108,1547033602,114509506,138342403,92108101,46234301,46234301,682035200,4800946520,25625600
adi_N700_256,11235838609,821811200,0,273817600,6671975108,6213580802,458394306,551936003,367717701,184218301,184218301,2740326400,19281560920,102860800
adi_N700_300,15440038609,1129380000,0,376320000,9167760708,8538180002,629580706,757680003,504839301,252840701,252840701,3765720000,26494859320,141329300
adi_N700_400,27474718609,2009840000,0,669760000,16311680708,15192240002,1119440706,1346240003,897119301,449120701,449120701,6700960000,47142479320,251440000
adi_N700_512,45042277009,3295129600,0,1098137600,26739507908,24905216002,1834291906,2204876803,1469439301,735437501,735437501,10985676800,77281791320,412160000
adi_N700_600,61876078609,4526760000,0,1508640000,36731520708,34212360002,2519160706,3027360003,2017679301,1009680701,1009680701,15091440000,106161719320,566160000
adi_N700_700,84242758609,6163220000,0,2054080000,50007440708,46578420002,3429020706,4119920003,2745959301,1373960701,1373960701,20546680000,144533339320,770769300
adi_N700_800,110053438609,8051680000,0,2683520000,65327360708,60848480002,4478880706,5380480003,3586239301,1794240701,1794240701,26841920000,188812959320,1006880000
adi_N700_900,139308118609,10192140000,0,3396960000,82691280708,77022540002,5668740706,6809040003,4538519301,2270520701,2270520701,33977160000,239000579320,1274489300
adi_N700_1024,180366949009,13196288000,0,4398284800,107061248708,99722649602,7338599106,8813772803,5874892101,2938880701,2938880701,43991449600,309438258520,1650073600
adi_N800_8,10827209,780800,0,256000,6554408,6054402,500006,665603,434401,231201,231201,2636800,18828020,0
adi_N800_16,46846409,3404800,0,1126400,28058408,26035202,2023206,2560003,1688801,871201,871201,11417600,80869620,422400
adi_N800_32,194456009,14182400,0,4710400,115917608,107776002,8141606,10035203,6655201,3380001,3380001,47411200,334591220,1792000
adi_N800_64,791960009,57856000,0,19251200,471040808,438374402,32666406,39731203,26418401,13312801,13312801,193126400,1360588020,7270400
adi_N800_128,3196107209,233676800,0,77824000,1898906408,1768038402,130868006,158105603,105266401,52839201,52839201,779468800,5486796020,29286400
adi_N800_256,12840958409,939212800,0,312934400,7625114408,7101235202,523879206,630784003,420248801,210535201,210535201,3131801600,22036069620,117555200
adi_N800_300,17645758409,1290720000,0,430080000,10477440808,9757920002,719520806,865920003,576959201,288960801,288960801,4303680000,30279839220,161519200
adi_N800_400,31399678409,2296960000,0,765440000,18641920808,17362560002,1279360806,1538560003,1025279201,513280801,513280801,7658240000,53877119220,287360000
adi_N800_512,51476888009,3765862400,0,1255014400,30559437608,28463104002,2096333606,2519859203,1679359201,840500001,840500001,12555059200,88322047220,471040000
adi_N800_600,70715518409,5173440000,0,1724160000,41978880808,39099840002,2879040806,3459840003,2305919201,1153920801,1153920801,17247360000,121327679220,647040000
adi_N800_700,96277438409,7043680000,0,2347520000,57151360808,53232480002,3918880806,4708480003,3138239201,1570240801,1570240801,23481920000,165180959220,880879200
adi_N800_800,125775358409,9201920000,0,3066880000,74659840808,69541120002,5118720806,6149120003,4098559201,2050560801,2050560801,30676480000,215786239220,1150720000
adi_N800_900,159209278409,11648160000,0,3882240000,94504320808,88025760002,6478560806,7781760003,5186879201,2594880801,2594880801,38831040000,273143519220,1456559200
adi_N800_1024,206133656009,15081472000,0,5026611200,122355712808,113968742402,8386970406,10072883203,6714162401,3358720801,3358720801,50275942400,353643724020,1885798400
adi_N900_8,12180609,878400,0,288000,7373708,6811202,562506,748803,488701,260101,260101,2966400,21181520,0
adi_N900_16,52702209,3830400,0,1267200,31565708,29289602,2276106,2880003,1899901,980101,980101,12844800,90978320,475200
adi_N900_32,218763009,15955200,0,5299200,130407308,121248002,9159306,11289603,7487101,3802501,3802501,53337600,376415120,2016000
adi_N900_64,890955009,65088000,0,21657600,529920908,493171202,36749706,44697603,29720701,14976901,14976901,217267200,1530661520,8179200
adi_N900_128,3595620609,262886400,0,87552000,2136269708,1989043202,147226506,177868803,118424701,59444101,59444101,876902400,6172645520,32947200
adi_N900_256,14446078209,1056614400,0,352051200,8578253708,7988889602,589364106,709632003,472779901,236852101,236852101,3523276800,24790578320,132249600
adi_N900_300,19851478209,1452060000,0,483840000,11787120908,10977660002,809460906,974160003,649079101,325080901,325080901,4841640000,34064819120,181709100
adi_N900_400,35324638209,2584080000,0,861120000,20972160908,19532880002,1439280906,1730880003,1153439101,577440901,577440901,8615520000,60611759120,323280000
adi_N900_512,57911499009,4236595200,0,1411891200,34379367308,32020992002,2358375306,2834841603,1889279101,945562501,945562501,14124441600,99362303120,529920000
adi_N900_600,79554958209,5820120000,0,1939680000,47226240908,43987320002,3238920906,3892320003,2594159101,1298160901,1298160901,19403280000,136493639120,727920000
adi_N900_700,108312118209,7924140000,0,2640960000,64295280908,59886540002,4408740906,5297040003,3530519101,1766520901,1766520901,26417160000,185828579120,990989100
adi_N900_800,141497278209,10352160000,0,3450240000,83992320908,78233760002,5758560906,6917760003,4610879101,2306880901,2306880901,34511040000,242759519120,1294560000
adi_N900_900,179110438209,13104180000,0,4367520000,106317360908,99028980002,7288380906,8754480003,5835239101,2919240901,2919240901,43684920000,307286459120,1638629100
adi_N900_1024,231900363009,16966656000,0,5654937600,137650176908,128214835202,9435341706,11331993603,7553432701,3778560901,3778560901,56560435200,397849189520,2121523200
adi_N1024_4,2897929,204800,0,65536,1803272,1646594,156678,229379,146433,82945,82945,704512,5135380,0
adi_N1024_8,13858825,999424,0,327680,8389640,7749634,640006,851971,556033,295937,295937,3375104,24099860,0
adi_N1024_16,59963401,4358144,0,1441792,35914760,33325058,2589702,3276803,2161665,1115137,1115137,14614528,103513108,540672
adi_N1024_32,248903689,18153472,0,6029312,148374536,137953282,10421254,12845059,8518657,4326401,4326401,60686336,428276756,2293760
adi_N1024_64,1013708809,74055680,0,24641536,602932232,561119234,41812998,50855939,33815553,17040385,17040385,247201792,1741552660,9306112
adi_N1024_128,4091017225,299106304,0,99614720,2430600200,2263089154,167511046,202375171,134740993,67634177,67634177,997720064,7023098900,37486592
adi_N1024_256,16436426761,1202192384,0,400556032,9760146440,9089581058,670565382,807403523,537918465,269485057,269485057,4008706048,28206169108,150470656
adi_N1024_300,22586570761,1652121600,0,550502400,13411124232,12490137602,920986630,1108377603,738507777,369869825,369869825,5508710400,38758194196,206744576
adi_N1024_400,40191588361,2940108800,0,979763200,23861658632,22224076802,1637581830,1969356803,1312357377,656999425,656999425,9802547200,68962712596,367820800
adi_N1024_512,65890416649,4820303872,0,1606418432,39116080136,36432773122,2683307014,3225419779,2149579777,1075840001,1075840001,16070475776,113052220436,602931200
adi_N1024_600,90515863561,6622003200,0,2206924800,53732967432,50047795202,3685172230,4428595203,2951576577,1477018625,1477018625,22076620800,155299429396,828211200
adi_N1024_700,123235121161,9015910400,0,3004825600,73153741832,68137574402,5016167430,6026854403,4016946177,2009908225,2009908225,30056857600,211431627796,1127525376
adi_N1024_800,160992458761,11778457600,0,3925606400,95564596232,89012633602,6551962630,7870873603,5246155777,2624717825,2624717825,39265894400,276206386196,1472921600
adi_N1024_900,203787876361,14909644800,0,4969267200,120965530632,112672972802,8292557830,9960652803,6639205377,3321447425,3321447425,49703731200,349623704596,1864395776
adi_N1024_1024,263851079689,19304284160,0,6434062336,156615312392,145879990274,10735322118,12893290499,8594127873,4299162625,4299162625,64353206272,452663966740,2413821952
adi_N1_1100,297356407,21755800,0,7251200,176501609,164403802,12097807,14528803,9684400,4844402,4844402,72525200,510142619,2720299
adi_N1_1200,353908807,25893600,0,8630400,210067209,195669602,14397607,17289603,11524800,5764802,5764802,86318400,607159219,3237600
adi_N1_1300,415381207,30391400,0,10129600,246552809,229655402,16897407,20290403,13525200,6765202,6765202,101311600,712615819,3799899
adi_N1_1400,481773607,35249200,0,11748800,285958409,266361202,19597207,23531203,15685600,7845602,7845602,117504800,826512419,4407200
adi_N1_1500,553086007,40467000,0,13488000,328284009,305787002,22497007,27012003,18006000,9006002,9006002,134898000,948849019,5059499
adi_N1_1600,629318407,46044800,0,15347200,373529609,347932802,25596807,30732803,20486400,10246402,10246402,153491200,1079625619,5756800
adi_N1_1700,710470807,51982600,0,17326400,421695209,392798602,28896607,34693603,23126800,11566802,11566802,173284400,1218842219,6499099
adi_N1_1800,796543207,58280400,0,19425600,472780809,440384402,32396407,38894403,25927200,12967202,12967202,194277600,1366498819,7286400
adi_N1_1900,887535607,64938200,0,21644800,526786409,490690202,36096207,43335203,28887600,14447602,14447602,216470800,1522595419,8118699
adi_N1_2000,983448007,71956000,0,23984000,583712009,543716002,39996007,48016003,32008000,16008002,16008002,239864000,1687132019,8996000
adi_N1_2100,1084280407,79333800,0,26443200,643557609,599461802,44095807,52936803,35288400,17648402,17648402,264457200,1860108619,9918299
adi_N1_2200,1190032807,87071600,0,29022400,706323209,657927602,48395607,58097603,38728800,19368802,19368802,290250400,2041525219,10885600
adi_N1_2300,1300705207,95169400,0,31721600,772008809,719113402,52895407,63498403,42329200,21169202,21169202,317243600,2231381819,11897899
adi_N1_2400,1416297607,103627200,0,34540800,840614409,783019202,57595207,69139203,46089600,23049602,23049602,345436800,2429678419,12955200
adi_N2_1100,594712805,43511600,0,14502400,353003210,328807602,24195608,29057603,19368799,9688803,9688803,145050400,1020285218,5440598
adi_N2_1200,707817605,51787200,0,17260800,420134410,391339202,28795208,34579203,23049599,11529603,11529603,172636800,1214318418,6475200
adi_N2_1300,830762405,60782800,0,20259200,493105610,459310802,33794808,40580803,27050399,13530403,13530403,202623200,1425231618,7599798
adi_N2_1400,963547205,70498400,0,23497600,571916810,532722402,39194408,47062403,31371199,15691203,15691203,235009600,1653024818,8814400
adi_N2_1500,1106172005,80934000,0,26976000,656568010,611574002,44994008,54024003,36011999,18012003,18012003,269796000,1897698018,10118998
adi_N2_1600,1258636805,92089600,0,30694400,747059210,695865602,51193608,61465603,40972799,20492803,20492803,306982400,2159251218,11513600
adi_N2_1700,1420941605,103965200,0,34652800,843390410,785597202,57793208,69387203,46253599,23133603,23133603,346568800,2437684418,12998198
adi_N2_1800,1593086405,116560800,0,38851200,945561610,880768802,64792808,77788803,51854399,25934403,25934403,388555200,2732997618,14572800
adi_N2_1900,1775071205,129876400,0,43289600,1053572810,981380402,72192408,86670403,57775199,28895203,28895203,432941600,3045190818,16237398
adi_N2_2000,1966896005,143912000,0,47968000,1167424010,1087432002,79992008,96032003,64015999,32016003,32016003,479728000,3374264018,17992000
adi_N2_2100,2168560805,158667600,0,52886400,1287115210,1198923602,88191608,105873603,70576799,35296803,35296803,528914400,3720217218,19836598
adi_N2_2200,2380065605,174143200,0,58044800,1412646410,1315855202,96791208,116195203,77457599,38737603,38737603,580500800,4083050418,21771200
adi_N2_2300,2601410405,190338800,0,63443200,1544017610,1438226802,105790808,126996803,84658399,42338403,42338403,634487200,4462763618,23795798
adi_N2_2400,2832595205,207254400,0,69081600,1681228810,1566038402,115190408,138278403,92179199,46099203,46099203,690873600,4859356818,25910400
adi_N4_1100,1189425601,87023200,0,29004800,706006412,657615202,48391210,58115203,38737597,19377605,19377605,290100800,2040570416,10881196
adi_N4_1200,1415635201,103574400,0,34521600,840268812,782678402,57590410,69158403,46099197,23059205,23059205,345273600,2428636816,12950400
adi_N4_1300,1661524801,121565600,0,40518400,986211212,918621602,67589610,81161603,54100797,27060805,27060805,405246400,2850463216,15199596
adi_N4_1400,1927094401,140996800,0,46995200,1143833612,1065444802,78388810,94124803,62742397,31382405,31382405,470019200,3306049616,17628800
adi_N4_1500,2212344001,161868000,0,53952000,1313136012,1223148002,89988010,108048003,72023997,36024005,36024005,539592000,3795396016,20237996
adi_N4_1600,2517273601,184179200,0,61388800,1494118412,1391731202,102387210,122931203,81945597,40985605,40985605,613964800,4318502416,23027200
adi_N4_1700,2841883201,207930400,0,69305600,1686780812,1571194402,115586410,138774403,92507197,46267205,46267205,693137600,4875368816,25996396
adi_N4_1800,3186172801,233121600,0,77702400,1891123212,1761537602,129585610,155577603,103708797,51868805,51868805,777110400,5465995216,29145600
adi_N4_1900,3550142401,259752800,0,86579200,2107145612,1962760802,144384810,173340803,115550397,57790405,57790405,865883200,6090381616,32474796
adi_N4_2000,3933792001,287824000,0,95936000,2334848012,2174864002,159984010,192064003,128031997,64032005,64032005,959456000,6748528016,35984000
adi_N4_2100,4337121601,317335200,0,105772800,2574230412,2397847202,176383210,211747203,141153597,70593605,70593605,1057828800,7440434416,39673196
adi_N4_2200,4760131201,348286400,0,116089600,2825292812,2631710402,193582410,232390403,154915197,77475205,77475205,1161001600,8166100816,43542400
adi_N4_2300,5202820801,380677600,0,126886400,3088035212,2876453602,211581610,253993603,169316797,84676805,84676805,1268974400,8925527216,47591596
adi_N4_2400,5665190401,414508800,0,138163200,3362457612,3132076802,230380810,276556803,184358397,92198405,92198405,1381747200,9718713616,51820800
adi_N8_1100,2378851193,174046400,0,58009600,1412012816,1315230402,96782414,116230403,77475193,38755209,38755209,580201600,4081140812,21762392
adi_N8_1200,2831270393,207148800,0,69043200,1680537616,1565356802,115180814,138316803,92198393,46118409,46118409,690547200,4857273612,25900800
adi_N8_1300,3323049593,243131200,0,81036800,1972422416,1837243202,135179214,162323203,108201593,54121609,54121609,810492800,5700926412,30399192
